  0.000  0.00000D+00
  0.001  1.12838D-03
  0.002  2.25676D-03
  0.003  3.38513D-03
  0.004  4.51349D-03
  0.005  5.64185D-03
  0.006  6.77019D-03
  0.007  7.89853D-03
  0.008  9.02684D-03
  0.009  1.01551D-02
  0.010  1.12834D-02
  0.011  1.24117D-02
  0.012  1.35399D-02
  0.013  1.46681D-02
  0.014  1.57963D-02
  0.015  1.69244D-02
  0.016  1.80525D-02
  0.017  1.91806D-02
  0.018  2.03086D-02
  0.019  2.14366D-02
  0.020  2.25646D-02
  0.021  2.36925D-02
  0.022  2.48203D-02
  0.023  2.59481D-02
  0.024  2.70759D-02
  0.025  2.82036D-02
  0.026  2.93312D-02
  0.027  3.04588D-02
  0.028  3.15864D-02
  0.029  3.27138D-02
  0.030  3.38412D-02
  0.031  3.49686D-02
  0.032  3.60958D-02
  0.033  3.72230D-02
  0.034  3.83501D-02
  0.035  3.94772D-02
  0.036  4.06041D-02
  0.037  4.17310D-02
  0.038  4.28578D-02
  0.039  4.39845D-02
  0.040  4.51111D-02
  0.041  4.62376D-02
  0.042  4.73641D-02
  0.043  4.84904D-02
  0.044  4.96167D-02
  0.045  5.07428D-02
  0.046  5.18689D-02
  0.047  5.29948D-02
  0.048  5.41206D-02
  0.049  5.52464D-02
  0.050  5.63720D-02
  0.051  5.74975D-02
  0.052  5.86229D-02
  0.053  5.97481D-02
  0.054  6.08733D-02
  0.055  6.19983D-02
  0.056  6.31232D-02
  0.057  6.42480D-02
  0.058  6.53727D-02
  0.059  6.64972D-02
  0.060  6.76216D-02
  0.061  6.87459D-02
  0.062  6.98700D-02
  0.063  7.09940D-02
  0.064  7.21178D-02
  0.065  7.32415D-02
  0.066  7.43650D-02
  0.067  7.54884D-02
  0.068  7.66117D-02
  0.069  7.77348D-02
  0.070  7.88577D-02
  0.071  7.99805D-02
  0.072  8.11031D-02
  0.073  8.22256D-02
  0.074  8.33479D-02
  0.075  8.44700D-02
  0.076  8.55920D-02
  0.077  8.67138D-02
  0.078  8.78354D-02
  0.079  8.89569D-02
  0.080  9.00781D-02
  0.081  9.11992D-02
  0.082  9.23201D-02
  0.083  9.34409D-02
  0.084  9.45614D-02
  0.085  9.56817D-02
  0.086  9.68019D-02
  0.087  9.79219D-02
  0.088  9.90416D-02
  0.089  1.00161D-01
  0.090  1.01281D-01
  0.091  1.02400D-01
  0.092  1.03519D-01
  0.093  1.04638D-01
  0.094  1.05756D-01
  0.095  1.06874D-01
  0.096  1.07993D-01
  0.097  1.09110D-01
  0.098  1.10228D-01
  0.099  1.11346D-01
  0.100  1.12463D-01
  0.101  1.13580D-01
  0.102  1.14697D-01
  0.103  1.15813D-01
  0.104  1.16930D-01
  0.105  1.18046D-01
  0.106  1.19162D-01
  0.107  1.20277D-01
  0.108  1.21393D-01
  0.109  1.22508D-01
  0.110  1.23623D-01
  0.111  1.24738D-01
  0.112  1.25852D-01
  0.113  1.26966D-01
  0.114  1.28080D-01
  0.115  1.29194D-01
  0.116  1.30307D-01
  0.117  1.31420D-01
  0.118  1.32533D-01
  0.119  1.33646D-01
  0.120  1.34758D-01
  0.121  1.35870D-01
  0.122  1.36982D-01
  0.123  1.38094D-01
  0.124  1.39205D-01
  0.125  1.40316D-01
  0.126  1.41427D-01
  0.127  1.42537D-01
  0.128  1.43648D-01
  0.129  1.44758D-01
  0.130  1.45867D-01
  0.131  1.46976D-01
  0.132  1.48085D-01
  0.133  1.49194D-01
  0.134  1.50303D-01
  0.135  1.51411D-01
  0.136  1.52519D-01
  0.137  1.53626D-01
  0.138  1.54733D-01
  0.139  1.55840D-01
  0.140  1.56947D-01
  0.141  1.58053D-01
  0.142  1.59159D-01
  0.143  1.60265D-01
  0.144  1.61370D-01
  0.145  1.62476D-01
  0.146  1.63580D-01
  0.147  1.64685D-01
  0.148  1.65789D-01
  0.149  1.66893D-01
  0.150  1.67996D-01
  0.151  1.69099D-01
  0.152  1.70202D-01
  0.153  1.71304D-01
  0.154  1.72406D-01
  0.155  1.73508D-01
  0.156  1.74610D-01
  0.157  1.75711D-01
  0.158  1.76811D-01
  0.159  1.77912D-01
  0.160  1.79012D-01
  0.161  1.80111D-01
  0.162  1.81211D-01
  0.163  1.82310D-01
  0.164  1.83408D-01
  0.165  1.84507D-01
  0.166  1.85605D-01
  0.167  1.86702D-01
  0.168  1.87799D-01
  0.169  1.88896D-01
  0.170  1.89992D-01
  0.171  1.91089D-01
  0.172  1.92184D-01
  0.173  1.93279D-01
  0.174  1.94374D-01
  0.175  1.95469D-01
  0.176  1.96563D-01
  0.177  1.97657D-01
  0.178  1.98750D-01
  0.179  1.99843D-01
  0.180  2.00936D-01
  0.181  2.02028D-01
  0.182  2.03120D-01
  0.183  2.04211D-01
  0.184  2.05302D-01
  0.185  2.06393D-01
  0.186  2.07483D-01
  0.187  2.08573D-01
  0.188  2.09662D-01
  0.189  2.10751D-01
  0.190  2.11840D-01
  0.191  2.12928D-01
  0.192  2.14016D-01
  0.193  2.15103D-01
  0.194  2.16190D-01
  0.195  2.17277D-01
  0.196  2.18363D-01
  0.197  2.19448D-01
  0.198  2.20533D-01
  0.199  2.21618D-01
  0.200  2.22703D-01
  0.201  2.23787D-01
  0.202  2.24870D-01
  0.203  2.25953D-01
  0.204  2.27036D-01
  0.205  2.28118D-01
  0.206  2.29200D-01
  0.207  2.30281D-01
  0.208  2.31362D-01
  0.209  2.32442D-01
  0.210  2.33522D-01
  0.211  2.34601D-01
  0.212  2.35680D-01
  0.213  2.36759D-01
  0.214  2.37837D-01
  0.215  2.38915D-01
  0.216  2.39992D-01
  0.217  2.41069D-01
  0.218  2.42145D-01
  0.219  2.43221D-01
  0.220  2.44296D-01
  0.221  2.45371D-01
  0.222  2.46445D-01
  0.223  2.47519D-01
  0.224  2.48592D-01
  0.225  2.49665D-01
  0.226  2.50738D-01
  0.227  2.51810D-01
  0.228  2.52881D-01
  0.229  2.53952D-01
  0.230  2.55023D-01
  0.231  2.56093D-01
  0.232  2.57162D-01
  0.233  2.58231D-01
  0.234  2.59300D-01
  0.235  2.60368D-01
  0.236  2.61435D-01
  0.237  2.62502D-01
  0.238  2.63569D-01
  0.239  2.64635D-01
  0.240  2.65700D-01
  0.241  2.66765D-01
  0.242  2.67829D-01
  0.243  2.68893D-01
  0.244  2.69957D-01
  0.245  2.71020D-01
  0.246  2.72082D-01
  0.247  2.73144D-01
  0.248  2.74205D-01
  0.249  2.75266D-01
  0.250  2.76326D-01
  0.251  2.77386D-01
  0.252  2.78445D-01
  0.253  2.79504D-01
  0.254  2.80562D-01
  0.255  2.81620D-01
  0.256  2.82677D-01
  0.257  2.83733D-01
  0.258  2.84789D-01
